TaskID,Instructions,Memory_MB,Input_MB,Output_MB,IO_MB_Total,Inst_per_MB,Predicted_Cost
Task_30454,2795,513,130,150,280,5.437743190661479,53.68377257112983
Task_30455,551,87,144,49,193,6.261363636363637,14.808133647319488
Task_30456,1027,171,95,23,118,5.97093023255814,22.323978257760164
Task_30457,1677,419,42,10,52,3.992857142857143,32.766353375458216
Task_30458,798,787,38,51,89,1.0126903553299493,20.85600351491733
Task_30459,2201,130,81,31,112,16.801526717557252,40.41984166052724
Task_30460,881,748,40,178,218,1.1762349799732976,23.744007313277223
Task_30461,980,457,94,66,160,2.1397379912663754,23.391135743293493
Task_30462,2452,252,83,122,205,9.691699604743082,47.04772200016662
Task_30463,962,364,178,147,325,2.6356164383561644,24.39160991668803
Task_30464,911,203,69,199,268,4.465686274509804,22.999469744159303
Task_30465,1660,754,160,81,241,2.198675496688742,35.871637117632964
Task_30466,2717,503,126,35,161,5.390873015873016,50.77469340622175
Task_30467,2495,704,50,70,120,3.5390070921985815,48.20896146471629
Task_30468,1609,263,120,66,186,6.09469696969697,32.93143569718902
Task_30469,1480,551,98,80,178,2.681159420289855,31.95850217409704
Task_30470,2199,733,142,136,278,2.9959128065395095,44.91506446423415
Task_30471,2065,105,25,186,211,19.4811320754717,39.733146553556914
Task_30472,616,106,172,42,214,5.757009345794392,16.141875637952015
Task_30473,2431,123,96,43,139,19.60483870967742,44.36214450574936
Task_30474,1998,800,92,150,242,2.49438202247191,41.876381682271195
Task_30475,1485,561,164,29,193,2.6423487544483986,31.868892746755776
Task_30476,2954,851,165,112,277,3.467136150234742,57.20725086243971
Task_30477,1225,990,100,24,124,1.2361251261352169,28.349560876504995
Task_30478,1228,950,127,126,253,1.2912723449001051,29.987119997000843
Task_30479,1742,468,16,157,173,3.7142857142857144,36.29231865916918
Task_30480,2263,596,186,26,212,3.7906197654941374,44.33057856848499
Task_30481,2128,363,168,85,253,5.846153846153846,42.143805409604234
Task_30482,2946,705,79,130,209,4.172804532577904,56.47084448271391
Task_30483,1122,730,126,152,278,1.5348837209302326,27.82536941488449
Task_30484,1911,229,52,99,151,8.308695652173913,37.913435650876735
Task_30485,2520,435,107,10,117,5.779816513761468,46.98572319563548
Task_30486,2936,607,185,183,368,4.828947368421052,56.66409594892624
Task_30487,2370,825,12,142,154,2.8692493946731235,47.0199654553826
Task_30488,1026,478,39,16,55,2.1419624217119,22.642479087221677
Task_30489,2838,738,123,101,224,3.8403247631935047,54.75877019016483
Task_30490,2111,273,169,17,186,7.704379562043796,40.40767545983488
Task_30491,1137,419,189,65,254,2.7071428571428573,26.455383693885185
Task_30492,1850,996,137,164,301,1.855566700100301,40.35045786007504
Task_30493,1317,600,87,134,221,2.1913477537437602,30.276423237871843
Task_30494,1945,162,169,101,270,11.932515337423313,38.61203449946398
Task_30495,1823,658,78,116,194,2.7663125948406675,38.446421832225816
Task_30496,973,442,111,68,179,2.1963882618510158,23.400091247947
Task_30497,2702,816,100,134,234,3.307221542227662,52.943155757148894
Task_30498,1231,747,38,132,170,1.6457219251336899,28.94239002559942
Task_30499,2993,461,143,133,276,6.478354978354979,56.60534643287517
Task_30500,813,266,130,133,263,3.044943820224719,21.42025897502343
Task_30501,1313,603,171,198,369,2.173841059602649,30.97481379151297
Task_30502,1067,548,96,139,235,1.9435336976320583,26.26946523842788
Task_30503,1009,225,161,131,292,4.464601769911504,24.508690822647793
Task_30504,1455,404,164,47,211,3.5925925925925926,30.962120962920675
Task_30505,2646,425,159,42,201,6.211267605633803,49.82681448304826
Task_30506,1347,1002,169,146,315,1.3429710867397806,32.394273494012936
Task_30507,1590,73,127,51,178,21.486486486486488,30.906035350845443
Task_30508,1639,941,51,175,226,1.7399150743099787,36.69668154697674
Task_30509,1421,470,193,32,225,3.0169851380042463,30.703354548647734
Task_30510,700,729,79,96,175,0.958904109589041,20.603050192957117
Task_30511,2879,443,121,171,292,6.4842342342342345,54.86935723248225
Task_30512,1581,423,134,127,261,3.7287735849056602,34.05713502845254
Task_30513,2718,452,120,195,315,6.0,52.48959794530318
Task_30514,607,953,14,184,198,0.6362683438155137,20.15490989790415
Task_30515,2249,550,115,117,232,4.081669691470054,44.89312685939442
Task_30516,1394,200,104,48,152,6.935323383084577,28.733696646602983
Task_30517,1628,525,34,70,104,3.0950570342205324,33.56020949758767
Task_30518,675,852,40,98,138,0.7913247362250879,20.046923781264454
Task_30519,2965,518,39,54,93,5.7129094412331405,54.513445206500315
Task_30520,2755,664,58,57,115,4.142857142857143,51.849064363901995
Task_30521,579,347,148,117,265,1.6637931034482758,17.951359527277578
Task_30522,780,613,27,102,129,1.270358306188925,21.05786228987054
Task_30523,2900,189,48,13,61,15.263157894736842,51.50261896869457
Task_30524,2639,168,17,106,123,15.615384615384615,48.199317745276765
Task_30525,2231,546,171,152,323,4.078610603290676,45.05679290389378
Task_30526,2052,625,64,95,159,3.2779552715654954,41.461322389873196
Task_30527,1404,355,10,40,50,3.943820224719101,28.490702474347824
Task_30528,1753,137,122,68,190,12.702898550724637,34.56228312962311
Task_30529,2120,351,129,116,245,6.0227272727272725,42.261382851082004
Task_30530,2442,978,166,145,311,2.49438202247191,49.69302199129203
Task_30531,1577,862,24,87,111,1.8273464658169176,34.208366251543474
Task_30532,1478,918,165,109,274,1.6082698585418933,33.99777491383807
Task_30533,1447,142,184,50,234,10.118881118881118,29.837578036677836
Task_30534,1323,838,185,199,384,1.5768772348033373,31.891918586147302
Task_30535,1489,601,128,70,198,2.473421926910299,32.35290918353479
Task_30536,1920,929,119,80,199,2.064516129032258,40.38342176705141
Task_30537,1690,350,41,115,156,4.814814814814815,34.753015624057845
Task_30538,1358,198,12,96,108,6.824120603015075,28.732671219226035
Task_30539,1638,148,67,46,113,10.993288590604028,31.72683567922196
Task_30540,2465,604,119,86,205,4.074380165289257,48.054458274474406
Task_30541,1410,497,180,47,227,2.8313253012048194,30.61841040323672
Task_30542,2105,637,196,16,212,3.299373040752351,41.827240032163445
Task_30543,2188,637,147,171,318,3.4294670846394983,44.67009535382859
Task_30544,2374,656,189,86,275,3.6133942161339423,47.093621221471516
Task_30545,1972,701,184,171,355,2.809116809116809,41.61709288468467
Task_30546,1073,862,85,47,132,1.243337195828505,25.732778481298023
Task_30547,2237,876,117,48,165,2.5507411630558723,44.57702696661277
Task_30548,2796,456,73,156,229,6.1181619256017505,53.41953817543462
Task_30549,2533,555,172,166,338,4.555755395683454,49.95564518486206
Task_30550,1733,341,48,127,175,5.067251461988304,35.86540376018923
Task_30551,2200,239,117,115,232,9.166666666666666,43.07639838295663
Task_30552,2815,330,173,14,187,8.50453172205438,51.90762715357173
Task_30553,983,878,143,92,235,1.118316268486917,25.579047331747645
Task_30554,1660,825,174,43,217,2.009685230024213,35.55602539290615
Task_30555,1558,739,77,142,219,2.1054054054054054,34.648287435296375
Task_30556,827,461,76,18,94,1.79004329004329,20.05837657675084
Task_30557,1265,717,123,121,244,1.7618384401114207,29.880803207114564
Task_30558,2820,129,61,16,77,21.692307692307693,49.503285659587995
Task_30559,505,887,65,129,194,0.5686936936936937,18.31396850949609
Task_30560,1397,872,31,102,133,1.600229095074456,31.73234764066807
Task_30561,1191,355,38,79,117,3.345505617977528,26.543846058906762
Task_30562,2196,640,133,189,322,3.425897035881435,44.85069448124225
Task_30563,2815,971,128,93,221,2.896090534979424,55.03478446000929
Task_30564,1412,545,33,196,229,2.586080586080586,31.774290012093058
Task_30565,1218,647,168,155,323,1.8796296296296295,29.337443019687555
Task_30566,2248,583,180,24,204,3.8493150684931505,43.989843065219056
Task_30567,909,930,194,165,359,0.9763694951664876,25.416111593317424
Task_30568,644,635,47,149,196,1.0125786163522013,19.43519122923983
Task_30569,784,391,133,18,151,2.0,19.488679466484097
Task_30570,1905,630,120,150,270,3.0190174326465926,39.9187420378174
Task_30571,2976,1014,167,157,324,2.9320197044334977,58.34375024095419
Task_30572,556,933,168,17,185,0.5952890792291221,18.258871270952387
Task_30573,2676,329,122,113,235,8.10909090909091,50.931107476237536
Task_30574,2593,214,161,15,176,12.06046511627907,47.79342658815949
Task_30575,602,643,77,13,90,0.9347826086956522,17.28421503397882
Task_30576,1462,243,51,60,111,5.991803278688525,29.9957475891842
Task_30577,2041,222,100,41,141,9.152466367713005,38.99633341118034
Task_30578,2495,462,56,164,220,5.388768898488121,48.67764065184477
Task_30579,1772,721,148,78,226,2.4542936288088644,37.49611985357615
Task_30580,1881,431,163,161,324,4.354166666666667,39.16450939803803
Task_30581,2976,626,19,41,60,4.746411483253588,54.18008201347343
Task_30582,1018,406,116,94,210,2.501228501228501,24.759654406329727
Task_30583,2716,76,146,127,273,35.27272727272727,49.84827572958448
Task_30584,2687,606,169,189,358,4.42668863261944,52.68124832297516
Task_30585,1855,342,102,66,168,5.408163265306122,36.954178976934024
Task_30586,1706,538,89,106,195,3.165120593692022,36.11408238803386
Task_30587,932,620,119,121,240,1.500805152979066,24.256970165151277
Task_30588,2406,816,123,148,271,2.944920440636475,48.44076347295695
Task_30589,2783,136,86,60,146,20.313868613138688,50.25271099049187
Task_30590,569,771,118,156,274,0.7370466321243523,19.11774950602391
Task_30591,2890,384,93,116,209,7.5064935064935066,54.50354857158005
Task_30592,1232,184,94,104,198,6.65945945945946,27.355186528289803
Task_30593,1872,717,157,180,337,2.6072423398328692,40.01526690012624
Task_30594,524,226,149,85,234,2.3083700440528636,16.248650838804224
Task_30595,1202,738,102,122,224,1.6265223274695535,28.859487711428557
Task_30596,2658,191,14,184,198,13.84375,50.065397274969236
Task_30597,722,431,147,21,168,1.6712962962962963,18.936053901324723
Task_30598,1453,432,77,99,176,3.355658198614319,31.591733005735552
Task_30599,2336,520,161,136,297,4.483685220729367,46.49540689525926
Task_30600,2769,746,151,98,249,3.7068273092369477,53.80251496824494
Task_30601,765,117,119,142,261,6.483050847457627,19.718953958930488
Task_30602,1596,951,20,47,67,1.6764705882352942,33.38674681125595
Task_30603,2087,904,90,108,198,2.306077348066298,43.322843815757075
Task_30604,1081,131,153,144,297,8.18939393939394,24.942972010108758
Task_30605,1413,856,47,138,185,1.6487747957993,32.33719966974973
Task_30606,2221,175,164,65,229,12.619318181818182,42.43467822006718
Task_30607,2413,386,137,139,276,6.235142118863049,47.18690566037753
Task_30608,500,270,176,74,250,1.845018450184502,15.984411488358608
Task_30609,1128,635,195,57,252,1.7735849056603774,26.901026402552613
Task_30610,1343,848,107,68,175,1.5818610129564192,30.605808819164974
Task_30611,1868,412,46,179,225,4.523002421307506,38.511693444873124
Task_30612,2774,829,188,98,286,3.342168674698795,54.3095926608598
Task_30613,1863,372,154,45,199,4.994638069705094,37.21630830744331
Task_30614,917,118,198,137,335,7.705882352941177,22.45021641286915
Task_30615,699,852,193,174,367,0.8194607268464243,21.893710076094578
Task_30616,1992,780,95,14,109,2.5505761843790014,39.75507518408
Task_30617,1008,817,108,191,299,1.2322738386308068,26.360698970996655
Task_30618,761,187,148,180,328,4.047872340425532,20.804148152123993
Task_30619,2870,284,51,122,173,10.070175438596491,53.69731493364075
Task_30620,2539,911,56,119,175,2.7839912280701755,50.46337204971818
Task_30621,1258,73,74,97,171,17.0,26.466810178298797
Task_30622,1163,824,165,69,234,1.4096969696969697,27.975335627796042
Task_30623,1067,198,124,48,172,5.36180904522613,23.952337134827513
Task_30624,1554,138,13,99,112,11.179856115107913,31.00287482868624
Task_30625,2570,238,110,115,225,10.753138075313808,48.88602094034354
Task_30626,2406,987,136,72,208,2.435222672064777,48.16333184637261
Task_30627,1968,686,175,155,330,2.8646288209606987,41.37050523878326
Task_30628,2248,674,163,57,220,3.33037037037037,44.628540418716135
Task_30629,1613,93,77,58,135,17.159574468085108,31.272679453865607
Task_30630,672,718,60,176,236,0.9346314325452016,20.537034829294292
Task_30631,2777,168,192,46,238,16.431952662721894,50.963172485699516
Task_30632,717,902,67,42,109,0.7940199335548173,20.057158255861854
Task_30633,2871,855,146,197,343,3.3539719626168223,56.3267919893342
Task_30634,1071,800,74,37,111,1.3370786516853932,25.34272350156718
Task_30635,1375,177,104,98,202,7.724719101123595,29.229613105271227
Task_30636,2528,67,18,24,42,37.1764705882353,43.73250607109272
Task_30637,1814,275,75,86,161,6.572463768115942,36.36540486319931
Task_30638,2227,683,168,123,291,3.2558479532163744,45.240893039264
Task_30639,1052,939,95,51,146,1.1191489361702127,25.98967425257955
Task_30640,1754,361,105,61,166,4.845303867403315,35.39783850152913
Task_30641,1787,956,120,41,161,1.8672936259143156,37.43710249791376
Task_30642,682,800,136,154,290,0.8514357053682896,21.09567459491559
Task_30643,2158,270,40,121,161,7.96309963099631,41.923982859360045
Task_30644,1251,147,142,74,216,8.452702702702704,26.94464930335397
Task_30645,2541,574,103,129,232,4.419130434782609,49.6111443853873
Task_30646,2077,225,112,98,210,9.190265486725664,40.96106579646671
Task_30647,1676,674,44,196,240,2.482962962962963,36.37578527739517
Task_30648,1783,945,198,103,301,1.8847780126849893,39.040925282904816
Task_30649,2050,997,13,185,198,2.0541082164328657,43.1454808026734
Task_30650,2330,680,168,26,194,3.42143906020558,45.576406108001514
Task_30651,519,559,98,111,209,0.9267857142857143,17.358505126233002
Task_30652,1365,877,24,104,128,1.5546697038724373,31.320947050204044
Task_30653,2053,1014,12,199,211,2.0226600985221674,43.271005131507515
Task_30654,787,486,131,61,192,1.6160164271047228,20.756608272333636
Task_30655,2086,162,23,98,121,12.797546012269938,39.57750940201719
Task_30656,2412,907,170,195,365,2.656387665198238,49.31290886770057
Task_30657,1429,1021,178,73,251,1.398238747553816,32.94291511814961
Task_30658,1055,285,41,104,145,3.6888111888111887,24.484410293466855
Task_30659,1836,748,118,39,157,2.451268357810414,37.52219947467334
Task_30660,515,804,41,157,198,0.639751552795031,18.104569928613284
Task_30661,2879,399,132,176,308,7.1975,54.802250665368206
Task_30662,1531,583,86,27,113,2.6215753424657535,31.965456466495368
Task_30663,1470,892,80,182,262,1.6461366181410975,33.970531739549166
Task_30664,2488,155,148,73,221,15.948717948717949,46.469839999041376
Task_30665,2022,573,31,86,117,3.5226480836236935,40.4370742847681
Task_30666,1281,896,29,200,229,1.4280936454849498,30.68303837690713
Task_30667,2440,528,123,150,273,4.612476370510397,48.080063901026335
Task_30668,2495,918,148,34,182,2.7149075081610445,48.75228428060952
Task_30669,1855,784,141,24,165,2.3630573248407645,38.161130414764976
Task_30670,819,590,144,104,248,1.385786802030457,22.35950921002069
Task_30671,2370,313,146,84,230,7.547770700636943,45.6779716983477
Task_30672,1376,435,108,41,149,3.1559633027522938,29.254435579499738
Task_30673,1699,275,21,90,111,6.155797101449275,34.24075610158126
Task_30674,949,454,149,143,292,2.085714285714286,24.316244057915497
Task_30675,1660,461,174,90,264,3.593073593073593,35.22378143174842
Task_30676,510,682,101,116,217,0.746705710102489,17.58272976338978
Task_30677,1077,450,17,12,29,2.388026607538803,23.103512124207203
Task_30678,1673,677,55,133,188,2.467551622418879,36.118678082532135
Task_30679,1288,379,29,62,91,3.389473684210526,27.477258996969407
Task_30680,2823,763,151,147,298,3.695026178010471,55.00095636919948
Task_30681,2657,624,49,143,192,4.2512,51.60867642126172
Task_30682,1868,127,153,145,298,14.59375,37.306887715313536
Task_30683,1629,940,40,175,215,1.7311370882040382,36.30203225400984
Task_30684,2263,856,133,152,285,2.6406067677946323,46.369158182893614
Task_30685,2196,531,71,106,177,4.12781954887218,43.67445870869477
Task_30686,1736,635,198,195,393,2.729559748427673,37.87820270402088
Task_30687,798,900,17,37,54,0.8856825749167592,20.784707188003775
Task_30688,1887,121,129,87,216,15.467213114754099,36.96818484456028
Task_30689,2108,97,120,125,245,21.510204081632654,40.31817359753485
Task_30690,1213,907,17,51,68,1.3359030837004404,27.416501745329754
Task_30691,2321,338,45,97,142,6.846607669616519,44.67179920905742
Task_30692,1849,679,85,115,200,2.7191176470588236,38.86636184395097
Task_30693,1615,955,160,67,227,1.6893305439330544,35.57383534198255
Task_30694,1329,476,100,35,135,2.7861635220125787,28.624610737922723
Task_30695,656,261,30,60,90,2.50381679389313,17.00346820900813
Task_30696,2433,638,109,106,215,3.807511737089202,47.99408658384274
Task_30697,2597,619,103,14,117,4.188709677419355,48.76409256185258
Task_30698,1751,137,131,75,206,12.68840579710145,34.70375982075248
Task_30699,1858,995,41,67,108,1.8654618473895583,38.770318350503516
Task_30700,966,624,104,126,230,1.5456,24.77015970774683
Task_30701,1566,370,157,128,285,4.2210242587601075,33.75808070086289
Task_30702,1450,520,20,20,40,2.783109404990403,29.24635049755842
Task_30703,2921,787,79,39,118,3.7068527918781724,54.62071092575933
Task_30704,2689,311,64,183,247,8.618589743589743,51.35862907368196
Task_30705,1951,494,62,87,149,3.9414141414141413,39.23957733985053
Task_30706,750,114,158,31,189,6.521739130434782,18.31495283349655
Task_30707,2072,367,150,74,224,5.630434782608695,41.042223142601046
Task_30708,1956,462,83,163,246,4.224622030237581,40.15659626196114
Task_30709,2049,600,159,144,303,3.409317803660566,42.24451094858045
Task_30710,1706,403,159,53,212,4.2227722772277225,35.23394436546951
Task_30711,1074,831,104,121,225,1.2908653846153846,27.044755532772225
Task_30712,1368,725,138,195,333,1.884297520661157,32.06037578546347
Task_30713,2859,133,116,178,294,21.33582089552239,52.98172936959318
Task_30714,2558,603,90,110,200,4.235099337748345,49.85007843812263
Task_30715,1808,412,169,80,249,4.37772397094431,37.20572508315268
Task_30716,2641,717,197,85,282,3.6782729805013927,51.53494829811235
Task_30717,1165,883,194,190,384,1.3178733031674208,29.505001974468826
Task_30718,697,630,51,99,150,1.1045958795562598,19.78963531949974
Task_30719,651,582,93,148,241,1.1166380789022299,19.728855251103315
Task_30720,1869,692,62,89,151,2.696969696969697,38.578081941148106
Task_30721,2066,968,169,147,316,2.132094943240454,43.729036451906175
Task_30722,2409,653,69,77,146,3.68348623853211,46.88220992785735
Task_30723,2998,223,66,102,168,13.383928571428571,55.24622732783817
Task_30724,2987,230,140,73,213,12.930735930735931,54.91939058550732
Task_30725,1322,649,40,40,80,2.0338461538461536,28.392145177237552
Task_30726,1334,1017,39,143,182,1.3104125736738703,31.388819060788943
Task_30727,1366,727,108,162,270,1.8763736263736264,31.702606014323298
Task_30728,2035,130,137,65,202,15.534351145038167,39.035781561424265
Task_30729,1716,130,120,113,233,13.099236641221374,34.60155855335872
Task_30730,1389,234,177,73,250,5.910638297872341,29.86027199574566
Task_30731,1973,108,23,181,204,18.10091743119266,38.328191044739945
Task_30732,1094,475,177,102,279,2.2983193277310923,26.558889065284443
Task_30733,1320,506,157,109,266,2.603550295857988,30.18607773741162
Task_30734,1106,69,19,58,77,15.8,22.31332246282389
Task_30735,740,854,37,175,212,0.8654970760233918,21.77062870980956
Task_30736,1972,921,14,154,168,2.13882863340564,41.29435129507798
Task_30737,2816,356,103,198,301,7.8879551820728295,53.660481760117534
Task_30738,2617,179,59,125,184,14.53888888888889,48.711564616461885
Task_30739,1043,463,91,169,260,2.247844827586207,25.775618179653247
Task_30740,984,436,114,122,236,2.251716247139588,24.53029005630256
Task_30741,1817,670,126,88,214,2.7078986587183307,38.05549963275045
Task_30742,2273,654,122,157,279,3.4702290076335878,45.87377340966818
Task_30743,1754,475,98,81,179,3.6848739495798317,36.023425346226574
Task_30744,2449,379,94,165,259,6.4447368421052635,47.778420655195674
Task_30745,815,663,109,145,254,1.2274096385542168,22.55539442202659
Task_30746,1091,124,144,25,169,8.728,23.472724695224713
Task_30747,2819,125,26,56,82,22.373015873015873,50.15587022931198
Task_30748,2212,206,39,174,213,10.68599033816425,43.15461631939854
Task_30749,1674,855,115,29,144,1.955607476635514,35.30670263774538
Task_30750,2022,162,28,147,175,12.404907975460123,39.37533415550595
Task_30751,1971,700,60,129,189,2.81169757489301,40.889495542515604
Task_30752,1346,501,179,131,310,2.681274900398406,30.81246961157674
Task_30753,839,546,199,132,331,1.5338208409506398,22.979898401612644
Task_30754,2258,637,81,55,136,3.5391849529780566,44.187179026972444
Task_30755,2289,511,155,80,235,4.470703125,45.075623620838236
Task_30756,1301,325,43,129,172,3.9907975460122698,28.85390114930063
Task_30757,2669,703,149,84,233,3.7911931818181817,51.69302651375628
Task_30758,2549,150,162,61,223,16.880794701986755,47.398828658563026
Task_30759,1700,946,100,17,117,1.7951425554382259,35.512191874456754
Task_30760,690,852,47,128,175,0.8089097303634232,20.718849758831944
Task_30761,2534,740,89,162,251,3.4197031039136303,50.200173167994876
Task_30762,1749,941,176,158,334,1.856687898089172,38.71908917576455
Task_30763,1667,119,185,148,333,13.891666666666667,34.27145477425662
Task_30764,2482,348,163,51,214,7.111747851002866,47.27592168573431
Task_30765,2613,240,77,197,274,10.842323651452283,50.03982508658399
Task_30766,1080,258,13,190,203,4.1698841698841695,25.482399232301443
Task_30767,1133,416,110,32,142,2.7170263788968825,25.323310064733253
Task_30768,1741,293,194,11,205,5.921768707482993,34.94767676358567
Task_30769,2040,904,99,45,144,2.25414364640884,41.17865559059873
Task_30770,1313,703,25,121,146,1.8650568181818181,29.920821614879618
Task_30771,2969,92,49,69,118,31.9247311827957,52.585588520062515
Task_30772,2758,561,132,176,308,4.907473309608541,53.417130894573724
Task_30773,1812,592,152,151,303,3.0556492411467118,38.476260090714895
Task_30774,2354,401,145,148,293,5.855721393034826,46.392920628443996
Task_30775,1500,899,11,182,193,1.6666666666666667,34.03188633785786
Task_30776,647,130,35,193,228,4.938931297709924,17.844224127995016
Task_30777,1107,648,46,138,184,1.7057010785824345,26.77816852117432
Task_30778,953,698,69,135,204,1.363376251788269,24.779813209369383
Task_30779,859,950,140,84,224,0.9032597266035752,23.71477784654945
Task_30780,1286,367,35,157,192,3.494565217391304,28.971510054234752
Task_30781,2946,893,97,52,149,3.295302013422819,55.89528513522069
Task_30782,1020,198,60,133,193,5.125628140703518,24.323882534219422
Task_30783,2730,953,52,29,81,2.861635220125786,51.781155840851426
Task_30784,2174,871,129,45,174,2.493119266055046,43.54189142093899
Task_30785,828,900,187,56,243,0.9189789123196448,23.073962750457124
Task_30786,2238,158,114,32,146,14.075471698113208,41.71078662373926
Task_30787,749,236,87,104,191,3.160337552742616,19.952465529372258
Task_30788,567,354,162,156,318,1.5971830985915494,18.079627614684178
Task_30789,1790,310,37,45,82,5.755627009646302,34.77445501050298
Task_30790,1495,69,161,88,249,21.357142857142858,30.419501216814933
Task_30791,2609,266,129,195,324,9.771535580524345,50.169707577817555
Task_30792,1490,906,54,105,159,1.6427783902976847,33.45824107782229
Task_30793,2498,559,134,108,242,4.460714285714285,48.896545753651374
Task_30794,2813,305,41,92,133,9.19281045751634,52.295246648059276
Task_30795,2145,123,77,134,211,17.298387096774192,41.3782347609578
Task_30796,1956,238,197,18,215,8.184100418410042,38.08976593330605
Task_30797,1339,795,73,141,214,1.6821608040201006,31.316873064244145
Task_30798,2762,733,162,65,227,3.7629427792915533,53.05976087672085
Task_30799,2445,96,30,62,92,25.20618556701031,43.94580485500901
Task_30800,1523,265,43,79,122,5.725563909774436,31.530158257921244
Task_30801,618,850,34,87,121,0.7262044653349001,18.975181402935124
Task_30802,2101,474,59,180,239,4.423157894736842,42.58488320287798
Task_30803,2254,677,164,193,357,3.3244837758112094,46.04973394653643
Task_30804,2992,109,182,124,306,27.2,54.63902373072738
Task_30805,1809,383,73,53,126,4.7109375,36.27213758088775
Task_30806,587,587,22,98,120,0.9982993197278912,17.608740025015766
Task_30807,1735,175,173,156,329,9.857954545454545,35.603598633032384
Task_30808,888,684,143,73,216,1.2963503649635038,23.174383883178155
Task_30809,508,638,13,67,80,0.7949921752738655,16.037873954794623
Task_30810,700,297,152,34,186,2.348993288590604,18.437227870653064
Task_30811,2339,772,111,64,175,3.0258732212160413,46.14492295860262
Task_30812,1539,648,27,13,40,2.3713405238828966,31.102417745914227
Task_30813,1497,932,99,114,213,1.6045016077170418,34.076370774867215
Task_30814,2225,675,191,31,222,3.2914201183431953,44.06817937607409
Task_30815,1845,757,17,102,119,2.4340369393139842,38.22663200169479
Task_30816,2376,462,73,51,124,5.1317494600431965,45.34861547717878
Task_30817,569,91,147,65,212,6.184782608695652,15.584872839926069
Task_30818,965,892,16,155,171,1.0806270996640537,24.943906354759363
Task_30819,1837,302,191,125,316,6.0627062706270625,37.954087420407
Task_30820,1758,507,38,114,152,3.4606299212598426,36.28083225881743
Task_30821,1050,699,182,136,318,1.5,26.745288892824604
Task_30822,1003,370,58,125,183,2.7035040431266846,24.359327987337327
Task_30823,1176,662,12,144,156,1.7737556561085972,27.630777847310394
Task_30824,2002,988,35,113,148,2.024266936299292,41.68330362954339
Task_30825,1653,642,28,21,49,2.5707620528771384,33.18464316495625
Task_30826,1277,960,140,85,225,1.3288241415192508,30.389172324054687
Task_30827,2717,879,60,166,226,3.0875,53.517148783774815
Task_30828,1862,295,120,174,294,6.29054054054054,38.29821510355824
Task_30829,1087,458,29,111,140,2.3681917211328978,25.51078401580456
Task_30830,906,713,136,180,316,1.26890756302521,24.5000256891438
Task_30831,1852,615,64,195,259,3.0064935064935066,39.17645598601972
Task_30832,1141,215,113,123,236,5.282407407407407,26.294823520142916
Task_30833,1079,263,103,77,180,4.087121212121212,24.607045441755727
Task_30834,1522,361,71,71,142,4.204419889502763,31.791457310082354
Task_30835,1607,874,157,16,173,1.8365714285714285,34.421370588699936
Task_30836,1230,320,58,93,151,3.8317757009345796,27.418024593196453
Task_30837,716,742,136,51,187,0.9636608344549125,20.486011365136267
Task_30838,1061,860,169,150,319,1.232288037166086,27.363708811482596
Task_30839,2901,930,97,189,286,3.1160042964554244,56.79213459973803
Task_30840,1705,536,139,86,225,3.175046554934823,35.893922796543926
Task_30841,1271,424,47,107,154,2.9905882352941178,28.342209192207136
Task_30842,2242,960,112,60,172,2.3329864724245577,45.10636983877316
Task_30843,2165,155,177,35,212,13.878205128205128,41.09841977484022
Task_30844,1802,487,102,149,251,3.692622950819672,37.747383722916695
Task_30845,1924,830,66,159,225,2.3152827918170877,40.77932100927748
Task_30846,2692,961,119,27,146,2.7983367983367984,51.752364512583206
Task_30847,2445,431,70,68,138,5.659722222222222,46.56908794542159
Task_30848,1901,814,90,110,200,2.3325153374233127,40.10710883505002
Task_30849,526,406,141,75,216,1.2923832923832923,16.619832639157412
Task_30850,2481,267,146,176,322,9.257462686567164,48.11357580303898
Task_30851,2706,777,53,191,244,3.4781491002570695,53.18239925873149
Task_30852,1316,693,31,45,76,1.8962536023054755,28.076120261743657
Task_30853,2342,507,190,53,243,4.610236220472441,45.77613124445975
Task_30854,983,120,21,93,114,8.12396694214876,21.781816972630526
Task_30855,1395,237,167,128,295,5.861344537815126,30.655758536718412
Task_30856,2556,584,64,96,160,4.369230769230769,49.35917757771131
Task_30857,904,682,119,79,198,1.3235724743777453,23.46955996305721
Task_30858,1336,597,143,195,338,2.234113712374582,31.17613922494945
Task_30859,1581,227,69,157,226,6.934210526315789,33.41160722291609
Task_30860,839,495,85,169,254,1.6915322580645162,22.60437486354525
Task_30861,1401,303,77,165,242,4.608552631578948,30.914910458080996
Task_30862,1930,953,77,163,240,2.0230607966457024,41.33411023338333
Task_30863,1135,182,173,133,306,6.202185792349726,26.25052839772825
Task_30864,1503,153,151,83,234,9.75974025974026,31.175694055383804
Task_30865,763,217,73,61,134,3.5,19.1797306911316
Task_30866,689,363,175,122,297,1.8928571428571428,19.90684673309262
Task_30867,2821,641,108,107,215,4.394080996884735,54.150299161499184
Task_30868,1637,435,78,21,99,3.7545871559633026,32.90532110483323
Task_30869,2352,179,187,144,331,13.066666666666666,45.35063659391898
Task_30870,1584,407,38,14,52,3.8823529411764706,31.242299240333903
Task_30871,2742,747,110,157,267,3.665775401069519,53.54226533642975
Task_30872,1035,640,10,196,206,1.6146645865834632,25.939093155958755
Task_30873,1907,976,152,40,192,1.9518935516888434,39.83372240976447
